Bid Item Category,Bid Item Num,Bid Item Number,Bid Item Description,Quantity,UOM,
607,11577,607-11577,Portable Rockfall Fence Assembly,0,LF,!B4218
607,11579,607-11579,Tire Fender,0,SY,!B4219
607,11580,607-11580,Fence (Temporary),0,LF,!B4220
607,11581,607-11581,Fence (Temporary) (Special),0,LF,!B4221
607,11590,607-11590,Flex Post Fence,0,LF,!B4222
607,11595,607-11595,Flex Post Fence (Special),0,LF,!B4223
607,11598,607-11598,Threadbar Fence,0,LF,!B4224
607,11600,607-11600,Fence Wood (Sound Barrier),0,SF,!B4225
607,11648,607-11648,Fence Wood (Sound Barrier) (48 Inch),0,LF,!B4226
607,11672,607-11672,Fence Wood (Sound Barrier) (72 Inch),0,LF,!B4227
607,11696,607-11696,Fence Wood (Sound Barrier) (96 Inch),0,LF,!B4228
607,11720,607-11720,Fence Wood (Sound Barrier) (120 Inch),0,LF,!B4229
607,11744,607-11744,Fence Wood (Sound Barrier) (144 Inch),0,LF,!B4230
607,11768,607-11768,Fence Wood (Sound Barrier) (168 Inch),0,LF,!B4231
607,11799,607-11799,Fence Wood (Sound Barrier) (Special),0,LF,!B4232
607,11872,607-11872,Fence Concrete (Sound Barrier) (72 Inch),0,LF,!B4233
607,11890,607-11890,Fence Concrete (Sound Barrier) (90 Inch),0,LF,!B4234
607,11896,607-11896,Fence Concrete (Sound Barrier) (96 Inch),0,LF,!B4235
607,11920,607-11920,Fence Concrete (Sound Barrier) (120 Inch),0,LF,!B4236
607,11922,607-11922,Fence Concrete (Sound Barrier) (144 Inch),0,LF,!B4237
607,11924,607-11924,Fence Metal (Sound Barrier) (24 Inch),0,LF,!B4238
607,11936,607-11936,Fence Metal (Sound Barrier) (36 Inch),0,LF,!B4239
607,11937,607-11937,Fence Metal (36 Inch),0,LF,!B4240
607,11942,607-11942,Fence Metal (Sound Barrier) (42 Inch),0,LF,!B4241
607,11948,607-11948,Fence Metal (Sound Barrier) (48 Inch),0,LF,!B4242
607,11960,607-11960,Fence Metal (Sound Barrier) (60 Inch),0,LF,!B4243
607,11964,607-11964,Fence Metal (Sound Barrier) (64 Inch),0,LF,!B4244
607,11972,607-11972,Fence Metal (Sound Barrier) (72 Inch),0,LF,!B4245
607,11996,607-11996,Fence Metal (Sound Barrier) (96 Inch),0,LF,!B4246
607,12120,607-12120,Fence Metal (Sound Barrier) (120 Inch),0,LF,!B4247
607,12144,607-12144,Fence Metal (Sound Barrier) (144 Inch),0,LF,!B4248
607,13000,607-13000,Fence Masonry (Sound Barrier),0,SF,!B4249
607,13064,607-13064,Fence Masonry (Sound Barrier) (64 Inch),0,LF,!B4250
607,13072,607-13072,Fence Masonry (Sound Barrier) (72 Inch),0,LF,!B4251
607,13088,607-13088,Fence Masonry (Sound Barrier)(88 Inch),0,LF,!B4252
607,13096,607-13096,Fence Masonry (Sound Barrier) (96 Inch),0,LF,!B4253
607,13104,607-13104,Fence Masonry (Sound Barrier) (104 Inch),0,LF,!B4254
607,13112,607-13112,Fence Masonry (Sound Barrier) (112 Inch),0,LF,!B4255
607,13120,607-13120,Fence Masonry (Sound Barrier) (120 Inch),0,LF,!B4256
607,13144,607-13144,Fence Masonry (Sound Barrier) (144 Inch),0,LF,!B4257
607,13156,607-13156,Fence Masonry (Sound Barrier) (156 Inch),0,LF,!B4258
607,13168,607-13168,Fence Masonry (Sound Barrier) (168 Inch),0,LF,!B4259
607,13180,607-13180,Fence Masonry (Sound Barrier) (180 Inch),0,LF,!B4260
607,13196,607-13196,Fence Masonry (Sound Barrier) (196 Inch),0,LF,!B4261
607,14000,607-14000,Fence Composite (Sound Barrier),0,SF,!B4262
607,14090,607-14090,Fence Composite (Sound Barrier) (90 Inch),0,LF,!B4263
607,14120,607-14120,Fence Composite (Sound Barrier) (120 Inch),0,LF,!B4264
607,14144,607-14144,Fence Composite (Sound Barrier) (144 Inch),0,LF,!B4265
607,15000,607-15000,Fence Concrete (Sound Barrier),0,SF,!B4266
607,15005,607-15005,Fence Concrete (Special),0,SF,!B4267
607,15015,607-15015,Fence Concrete (Sound) (Install Only),0,SF,!B4268
607,15100,607-15100,Fence (Sound Barrier),0,SF,!B4269
607,15144,607-15144,Fence Concrete (Sound Barrier)(144 Inch),0,LF,!B4270
607,15200,607-15200,Fence (Sound Barrier) (Alternate),0,SF,!B4271
607,16000,607-16000,Sound Barrier Rehabilitation,0,SF,!B4272
607,20000,607-20000,Safety Screen,0,EACH,!B4273
607,20100,607-20100,Glare Screen (Modular),0,LF,!B4274
607,20110,607-20110,Glare Screen (Special),0,LF,!B4275
607,20124,607-20124,Glare Screen (24 Inch),0,LF,!B4276
607,21300,607-21300,Fence Barrier With Metal Posts,0,LF,!B4277
607,32000,607-32000,Fence Picket Snow,0,LF,!B4278
607,32100,607-32100,Fence Steel Snow,0,LF,!B4279
607,32200,607-32200,Fence Wood Snow,0,LF,!B4280
607,32208,607-32208,Wood Snow Fence (8 Foot High),0,EACH,!B4281
607,32210,607-32210,Wood Snow Fence (10 Foot High),0,EACH,!B4282
607,32212,607-32212,Wood Snow Fence (12 Foot High),0,EACH,!B4283
607,32300,607-32300,Fence (Chain Link/Masonry),0,LF,!B4284
607,52900,607-52900,Line Post (Chain Link),0,EACH,!B4285
607,52905,607-52905,End Post (Chain Link),0,EACH,!B4286
607,52910,607-52910,Corner and Line Brace Post (Chain Link),0,EACH,!B4287
607,53001,607-53001,Fence Chain Link (PVC Coated),0,LF,!B4288
607,53005,607-53005,Fence Chain Link (Special),0,LF,!B4289
607,53010,607-53010,Fence Chain Link (Industrial),0,LF,!B4290
607,53103,607-53103,Fence Chain Link (Special) (102 Inch),0,LF,!B4291
607,53136,607-53136,Fence Chain Link (36 Inch),0,LF,!B4292
607,53137,607-53137,Fence Chain Link (Special) (36 Inch),0,LF,!B4293
607,53142,607-53142,Fence Chain Link (42 Inch),0,LF,!B4294
607,53143,607-53143,Fence Chain Link (Special) (42 Inch),0,LF,!B4295
607,53148,607-53148,Fence Chain Link (48 Inch),0,LF,!B4296
607,53149,607-53149,Fence Chain Link (Special) (48 Inch),0,LF,!B4297
607,53155,607-53155,Fence Chain Link (Special)(54 Inch),0,LF,!B4298
607,53160,607-53160,Fence Chain Link (60 Inch),0,LF,!B4299
607,53161,607-53161,Fence Chain Link (Special) (60 Inch),0,LF,!B4300
607,53169,607-53169,Fence Chain Link (Special)(68 Inch),0,LF,!B4301
607,53172,607-53172,Fence Chain Link (72 Inch),0,LF,!B4302
607,53173,607-53173,Fence Chain Link (Special) (72 Inch),0,LF,!B4303
607,53178,607-53178,Fence Chain Link (Spec) (78 In),0,LF,!B4304
607,53184,607-53184,Fence Chain Link (84 Inch),0,LF,!B4305
607,53185,607-53185,Fence Chain Link (Special) (84 Inch),0,LF,!B4306
607,53189,607-53189,Fence (Chain Link)(Special)(88 Inch),0,LF,!B4307
607,53191,607-53191,Fence Chain Link (Special) (92 Inch),0,LF,!B4308
607,53196,607-53196,Fence Chain Link (96 Inch),0,LF,!B4309
607,53197,607-53197,Fence Chain Link (Special) (96 Inch),0,LF,!B4310
607,53203,607-53203,Fence Chain Link (Special)(102 Inch),0,LF,!B4311
607,53220,607-53220,Fence Chain Link (120 Inch),0,LF,!B4312
607,53244,607-53244,Fence Chain Link (144 Inch),0,LF,!B4313
607,53500,607-53500,Fence Chain Link (Pedestrian),0,LF,!B4314
607,54072,607-54072,Fence Chain Link Screen (72 Inch),0,LF,!B4315
607,54096,607-54096,Fence Chain Link Screen (96 Inch),0,LF,!B4316
607,54120,607-54120,Fence Chain Link Screen (120 Inch),0,LF,!B4317
607,54144,607-54144,Fence Chain Link Screen (144 Inch),0,LF,!B4318
607,55000,607-55000,Fabric Chain Link,0,SF,!B4319
607,55001,607-55001,Fabric Chain Link (PVC Coated),0,SF,!B4320
607,55030,607-55030,Mesh Post,0,EACH,!B4321
607,55031,607-55031,Mesh Post (Special),0,EACH,!B4322
607,55040,607-55040,Mesh Anchor,0,EACH,!B4323
607,55041,607-55041,Mesh Anchor,0,LF,!B4324
607,55050,607-55050,Mesh Anchor (Special),0,EACH,!B4325
607,55060,607-55060,Mesh Pin,0,EACH,!B4326
607,55100,607-55100,Wire Mesh,0,SF,!B4327
607,55101,607-55101,Cable Net (1/2 Inch),0,SF,!B4328
607,55102,607-55102,Cable Net (5/16 Inch),0,SF,!B4329
607,55103,607-55103,Cable Net (Special),0,SF,!B4330
607,55105,607-55105,Cable Net Extension,0,SF,!B4331
607,55200,607-55200,Rock Anchor,0,LF,!B4332
607,56001,607-56001,Fence (Animal Protection),0,LF,!B4333
607,56002,607-56002,Fence (Special),0,EACH,!B4334
607,60000,607-60000,Deer Gate,0,EACH,!B4335
607,60001,607-60001,Pedestrian Gate (Special),0,EACH,!B4336
607,60002,607-60002,Game Ramp,0,EACH,!B4337
607,60003,607-60003,3 Foot Gate Walk,0,EACH,!B4338
607,60004,607-60004,4 Foot Gate Walk,0,EACH,!B4339
607,60005,607-60005,5 Foot Gate Walk,0,EACH,!B4340
607,60006,607-60006,6 Foot Gate Walk,0,EACH,!B4341
607,60010,607-60010,Game Ramp (Lumber),0,EACH,!B4342
607,60012,607-60012,Game Ramp (Backfill),0,EACH,!B4343
607,60014,607-60014,Game Ramp (Seeding),0,EACH,!B4344
607,60103,607-60103,3 Foot Gate,0,EACH,!B4345
607,60105,607-60105,4 Foot Gate (Special),0,EACH,!B4346
607,60108,607-60108,8 Foot Gate,0,EACH,!B4347
607,60109,607-60109,8 Foot Gate (Special),0,EACH,!B4348
607,60110,607-60110,10 Foot Gate,0,EACH,!B4349
607,60111,607-60111,10 Foot Gate (Special),0,EACH,!B4350
607,60112,607-60112,12 Foot Gate,0,EACH,!B4351
607,60113,607-60113,12 Foot Gate (Special),0,EACH,!B4352
607,60114,607-60114,14 Foot Gate,0,EACH,!B4353
607,60115,607-60115,14 Foot Gate (Chain Link) (PVC Coated),0,EACH,!B4354
607,60116,607-60116,16 Foot Gate,0,EACH,!B4355
607,60117,607-60117,16 Foot Gate (Special),0,EACH,!B4356
607,60119,607-60119,18 Foot Gate (Special),0,EACH,!B4357
607,60120,607-60120,20 Foot Gate,0,EACH,!B4358
607,60121,607-60121,20 Foot Gate (Special),0,EACH,!B4359
607,60153,607-60153,3 Foot Gate (Special),0,EACH,!B4360
607,60203,607-60203,3 Ft Gate Single (Chain Link),0,EACH,!B4361
607,60208,607-60208,8 Ft Gate Single (Chain Link),0,EACH,!B4362
607,60212,607-60212,12 Foot Gate Single (Chain Link),0,EACH,!B4363
607,60215,607-60215,15 Foot Gate Single (Chain Link),0,EACH,!B4364
607,60216,607-60216,16 Foot Gate Single (Chain Link),0,EACH,!B4365
607,60218,607-60218,18 Foot Gate Single (Chain Link),0,EACH,!B4366
607,60220,607-60220,20 Foot Gate Single (Chain Link),0,EACH,!B4367
607,60230,607-60230,30 Foot Gate Single (Chain Link),0,EACH,!B4368
607,60240,607-60240,40 Foot Gate Single (Chain Link),0,EACH,!B4369
607,60266,607-60266,16 Foot Gate Double (Chain Link),0,EACH,!B4370
607,60270,607-60270,20 Foot Gate Double (Chain Link),0,EACH,!B4371
607,60271,607-60271,20 Foot Gate Double (Chain Link) (PVC Coated),0,EACH,!B4372
607,60274,607-60274,24 Foot Gate Double (Chain Link),0,EACH,!B4373
607,60276,607-60276,26 Foot Gate Double (Chain Link),0,EACH,!B4374
607,60280,607-60280,30 Foot Gate Double (Chain Link),0,EACH,!B4375
607,60290,607-60290,40 Foot Gate Double (Chain Link),0,EACH,!B4376
607,60316,607-60316,16 Foot Gate Twin,0,EACH,!B4377
607,60320,607-60320,20 Foot Gate Twin,0,EACH,!B4378
607,60324,607-60324,24 Foot Gate Twin,0,EACH,!B4379
607,60332,607-60332,32 Foot Gate Twin,0,EACH,!B4380
607,60335,607-60335,35 Foot Gate Twin,0,EACH,!B4381
607,60340,607-60340,40 Foot Gate Twin,0,EACH,!B4382
607,60420,607-60420,20 Foot Gate Twin (Special),0,EACH,!B4383
607,60424,607-60424,24 Foot Gate Twin (Special),0,EACH,!B4384
607,60514,607-60514,14 Foot Gate (Special),0,EACH,!B4385
607,60516,607-60516,Place 16 Foot Gate,0,EACH,!B4386
607,60520,607-60520,Place 20 Foot Gate,0,EACH,!B4387
607,60524,607-60524,24 Foot Gate (Special),0,EACH,!B4388
607,60600,607-60600,Security Gate,0,EACH,!B4389
607,60610,607-60610,Vehicle Gate,0,EACH,!B4390
607,60620,607-60620,Road Closure Gate,0,EACH,!B4391
607,60625,607-60625,Road Closure Gate (Install Only),0,EACH,!B4392
607,60630,607-60630,HOV Gate,0,EACH,!B4393
607,60635,607-60635,HOV Gate Foundation,0,EACH,!B4394
607,60650,607-60650,HOV Gate Controller Cabinet,0,EACH,!B4395
607,61216,607-61216,16 Foot Gate Double Screen,0,EACH,!B4396
607,61220,607-61220,20 Foot Gate Double Screen,0,EACH,!B4397
607,61224,607-61224,24 Foot Gate Double Screen,0,EACH,!B4398
607,61232,607-61232,32 Foot Gate Double Screen,0,EACH,!B4399
607,62000,607-62000,Temporary Rockfall Containment System,0,L S,!B4400
608,00000,608-00000,Concrete Sidewalk,392,SY,!B4401
608,00003,608-00003,Concrete Sidewalk (Fast Track),0,SY,!B4402
608,00005,608-00005,Concrete Sidewalk (Special),0,SY,!B4403
608,00006,608-00006,Concrete Sidewalk (6 Inch),0,SY,!B4404
608,00010,608-00010,Concrete Curb Ramp,181,SY,!B4405
608,00011,608-00011,Curb Ramp (Fast Track),0,SY,!B4406
608,00012,608-00012,Curb Ramp (Special),0,SY,!B4407
608,00015,608-00015,Detectable Warnings,90,SF,!B4408
608,00016,608-00016,Detectable Warnings (Install Only),0,SF,!B4409
608,00017,608-00017,Curb Ramp (Temporary Perpendicular),0,EACH,!B4410
608,00018,608-00018,Curb Ramp (Temporary Parallel) (Single),0,EACH,!B4411
608,00019,608-00019,Curb Ramp (Temporary Parallel) (Dual),0,EACH,!B4412
608,00020,608-00020,Concrete Bikeway,0,SY,!B4413
608,00024,608-00024,Concrete Bikeway (4 Inch),0,SY,!B4414
608,00025,608-00025,Concrete Bikeway (5 Inch),0,SY,!B4415
608,00026,608-00026,Concrete Bikeway (6 Inch),0,SY,!B4416
608,00028,608-00028,Concrete Bikeway (8 Inch),0,SY,!B4417
608,00040,608-00040,Concrete Bikeway (Special),0,SY,!B4418
608,00050,608-00050,Brick Pavers,0,SF,!B4419
608,00051,608-00051,Brick Pavers (Install Only),0,SF,!B4420
608,00052,608-00052,Brick Pavers (Furnish Only),0,SF,!B4421
608,00060,608-00060,Stone Pavers,0,SF,!B4422
608,00070,608-00070,Interlocking Pavers,0,SF,!B4423
608,00100,608-00100,Reinforced Grass/Concrete Porous Pavement,0,SY,!B4424
608,00110,608-00110,Reinforced Grass/Plastic Porous Pavement,0,SY,!B4425
608,00350,608-00350,Concrete Sidewalk (Colored),0,SY,!B4426
608,00400,608-00400,Concrete Sidewalk (Colored) (Exposed Aggregate),0,SY,!B4427
608,00500,608-00500,Concrete Sidewalk (Exposed Aggregate),0,SY,!B4428
608,01000,608-01000,Bituminous Sidewalk,0,TON,!B4429
608,01010,608-01010,Bituminous Curb Ramp,0,TON,!B4430
608,01500,608-01500,Bituminous Bikeway,0,TON,!B4431
608,01550,608-01550,Place Asphalt Millings,0,SY,!B4432
608,01600,608-01600,Aggregate Walkway,0,SY,!B4433
608,10000,608-10000,Sidewalk Drain,0,LF,!B4434
608,10010,608-10010,Sidewalk Drain,0,EACH,!B4435
609,09015,609-09015,Modify Post-Tensioning System,0,EACH,!B4436
609,20000,609-20000,Curb Type 2 (Section B) (Special),0,LF,!B4437
609,20010,609-20010,Curb Type 2 (Section B),0,LF,!B4438
609,20011,609-20011,Curb Type 2 (Section M),0,LF,!B4439
609,20100,609-20100,Curb Type 2 (Section-Variable),0,LF,!B4440
609,20110,609-20110,Curb Type 2 (Colored),0,LF,!B4441
609,20120,609-20120,Curb Type 2 (Colored) (Exposed Aggregate),0,LF,!B4442
609,21000,609-21000,Concrete Curb Stop,0,EACH,!B4443
609,21009,609-21009,Curb and Gutter Type 2 (Section I-B) (Colored),0,LF,!B4444
609,21010,609-21010,Curb and Gutter Type 2 (Section I-B),12,LF,!B4445
609,21011,609-21011,Curb and Gutter Type 2 (Section I-M),0,LF,!B4446
609,21012,609-21012,Curb and Gutter Type 2 (Section I-M) (Colored),0,LF,!B4447
609,21013,609-21013,Curb and Gutter Type 2 (Section I-M) (Special),0,LF,!B4448
609,21020,609-21020,Curb and Gutter Type 2 (Section II-B),0,LF,!B4449
609,21021,609-21021,Curb and Gutter Type 2 (Section II-M),0,LF,!B4450
609,21022,609-21022,Curb and Gutter Type 2 (Section II-B) (Colored),0,LF,!B4451
609,21023,609-21023,Curb and Gutter Type 2 (Section II-B) (Special),0,LF,!B4452
609,21025,609-21025,Curb and Gutter Type 2 (Section BS),0,LF,!B4453
609,21100,609-21100,Curb and Gutter Type 2 (Section-Variable),0,LF,!B4454
609,21110,609-21110,Curb and Gutter Type 2 (Section I-B) (Special),20089,LF,!B4455
609,21900,609-21900,Curb and Gutter Type 2 (Special),0,LF,!B4456
609,21920,609-21920,Curb and Gutter Type 2 (Colored) (Exposed Aggregate),0,LF,!B4457
609,22021,609-22021,"Curb, Gutter and Sidewalk Type 2 (Section MS)",0,LF,!B4458
609,22022,609-22022,"Curb, Gutter and Sidewalk Type 2 (Section II-B)",0,LF,!B4459
609,22025,609-22025,"Curb, Gutter and Sidewalk Type 2 (Section BS)",0,LF,!B4460
609,22900,609-22900,"Curb, Gutter and Sidewalk (Special)",0,LF,!B4461
609,23000,609-23000,Gutter (Special),0,LF,!B4462
609,24000,609-24000,Gutter Type 2 (Special),0,LF,!B4463
609,24002,609-24002,Gutter Type 2 (2 Foot),0,LF,!B4464
609,24003,609-24003,Gutter Type 2 (3 Foot),0,LF,!B4465
609,24004,609-24004,Gutter Type 2 (4 Foot),0,LF,!B4466
609,24005,609-24005,Gutter Type 2 (5 Foot),0,LF,!B4467
609,24006,609-24006,Gutter Type 2 (6 Foot),0,LF,!B4468
609,24008,609-24008,Gutter Type 2 (8 Foot),0,LF,!B4469
609,24010,609-24010,Gutter Type 2 (10 Foot),0,LF,!B4470
609,24020,609-24020,Gutter Type 2 (20 Foot),0,LF,!B4471
609,24100,609-24100,Gutter Type 2 (Variable),0,LF,!B4472
609,31010,609-31010,Curb and Gutter Type 2 (Section I-B) (Fast Track),0,LF,!B4473
609,31020,609-31020,Curb and Gutter Type 2 (Section II-B) (Fast Track),5718,LF,!B4474
609,31025,609-31025,Curb and Gutter Type 2 (Section II-M) (Fast Track),0,LF,!B4475
609,34006,609-34006,Gutter Type 2 (6 Foot) (Fast Track),0,LF,!B4476
609,34008,609-34008,Gutter Type 2 (8 Foot) (Fast Track),0,LF,!B4477
609,34010,609-34010,Gutter Type (10 Foot) (Fast Track),0,LF,!B4478
609,40010,609-40010,Curb Type 4 (Section B),0,LF,!B4479
609,40011,609-40011,Curb Type 4 (Section M),0,LF,!B4480
609,40021,609-40021,Curb Type 4 (Section B) (Epoxy),0,LF,!B4481
609,40022,609-40022,Curb Type 4 (Section M) (Epoxy),0,LF,!B4482
609,40031,609-40031,Curb Type 4 (Section B) (Key-Way),0,LF,!B4483
609,40032,609-40032,Curb Type 4 (Section M) (Key-Way),0,LF,!B4484
609,40041,609-40041,Curb Type 4 (Special)(Sloping),0,LF,!B4485
609,40042,609-40042,Curb Type 4 (Special)(Vertical),0,LF,!B4486
609,40100,609-40100,Curb Type 4 (Section-Variable),0,LF,!B4487
609,40110,609-40110,Curb (Median) Type 4 (Section B),0,LF,!B4488
609,40120,609-40120,Curb (Median) (Special),0,SY,!B4489
609,40130,609-40130,Curb (Median) (Special),0,LF,!B4490
609,60011,609-60011,Curb Type 6 (Section M),0,LF,!B4491
609,60900,609-60900,Curb Type 6 (Section M) Special,0,LF,!B4492
609,70000,609-70000,Curb (Walkover),0,SF,!B4493
609,70010,609-70010,Curb (Tunnel),0,LF,!B4494
609,70020,609-70020,Curb (8 Inch Vertical-Concrete),0,LF,!B4495
609,70030,609-70030,Tall Curb (Style CA),0,LF,!B4496
609,70031,609-70031,Tall Curb (Style CC),0,LF,!B4497
609,70040,609-70040,Curb (Composite Material),0,LF,!B4498
609,71000,609-71000,Curb (Special),0,LF,!B4499
610,00010,610-00010,Median Cover Material (Decorative),0,SF,!B4500
610,00020,610-00020,Median Cover Material (Patterned Concrete),0,SF,!B4501
610,00024,610-00024,Median Cover Material (4 Inch Patterned Concrete),0,SF,!B4502
610,00026,610-00026,Median Cover Material (6 Inch Patterned Concrete),0,SF,!B4503
610,00030,610-00030,Median Cover Material (Concrete),0,SF,!B4504
610,00035,610-00035,Median Cover Material (Concrete)(Special),0,SF,!B4505
610,00040,610-00040,Median Cover Material (Bituminous),1484,TON,!B4506
610,00050,610-00050,Median Cover Material (Stone),0,TON,!B4507
610,00051,610-00051,Median Cover Material (Stone) (Special),0,TON,!B4508
610,00055,610-00055,Median Cover Material (Stone),0,SF,!B4509
610,00060,610-00060,Median Cover Material (Brick Pavers),0,SF,!B4510
610,00100,610-00100,Median Edging (Patterned Concrete),0,LF,!B4511
610,00110,610-00110,Median Edging,0,LF,!B4512
610,01000,610-01000,Medallion,0,EACH,!B4513
611,00010,611-00010,10 Foot Cattle Guard,0,EACH,!B4514
611,00012,611-00012,12 Foot Cattle Guard,0,EACH,!B4515
611,00013,611-00013,12 Foot Deer Guard,0,EACH,!B4516
611,00014,611-00014,14 Foot Cattle Guard,0,EACH,!B4517
611,00016,611-00016,16 Foot Cattle Guard,0,EACH,!B4518
611,00017,611-00017,16 Foot Deer Guard,0,EACH,!B4519
611,00018,611-00018,18 Foot Cattle Guard,0,EACH,!B4520
611,00019,611-00019,18 Foot Deer Guard,0,EACH,!B4521
611,00020,611-00020,20 Foot Cattle Guard,0,EACH,!B4522
611,00021,611-00021,20 Foot Deer Guard,0,EACH,!B4523
611,00022,611-00022,22 Foot Cattle Guard,0,EACH,!B4524
611,00024,611-00024,24 Foot Cattle Guard,0,EACH,!B4525
611,00025,611-00025,24 Foot Deer Guard,0,EACH,!B4526
611,00026,611-00026,26 Foot Cattle Guard,0,EACH,!B4527
611,00027,611-00027,26 Foot Deer Guard,0,EACH,!B4528
611,00028,611-00028,28 Foot Cattle Guard,0,EACH,!B4529
611,00029,611-00029,28 Ft Deer Guard,0,EACH,!B4530
611,00030,611-00030,30 Foot Cattle Guard,0,EACH,!B4531
611,00031,611-00031,30 Foot Deer Guard,0,EACH,!B4532
611,00032,611-00032,32 Foot Cattle Guard,0,EACH,!B4533
611,00033,611-00033,32 Foot Deer Guard,0,EACH,!B4534
611,00036,611-00036,36 Foot Cattle Guard,0,EACH,!B4535
611,00037,611-00037,35 Foot Deer Guard,0,EACH,!B4536
611,00039,611-00039,38 Foot Deer Guard,0,EACH,!B4537
611,00040,611-00040,40 Foot Cattle Guard,0,EACH,!B4538
611,00041,611-00041,40 Foot Deer Guard,0,EACH,!B4539
611,00047,611-00047,46 Foot Deer Guard,0,EACH,!B4540
611,00057,611-00057,56 Foot Deer Guard,0,EACH,!B4541
611,00065,611-00065,64 Foot Deer Guard,0,EACH,!B4542
611,00073,611-00073,72 Foot Deer Guard,0,EACH,!B4543
611,00085,611-00085,84 Foot Deer Guard,0,EACH,!B4544
611,00500,611-00500,Place Cattle Guard,0,EACH,!B4545
611,01000,611-01000,Railroad Grade Crossing,0,LF,!B4546
611,01100,611-01100,Railroad Track,0,LF,!B4547
612,00001,612-00001,Delineator (Type I),0,EACH,!B4548
612,00002,612-00002,Delineator (Type II),0,EACH,!B4549
612,00003,612-00003,Delineator (Type III),0,EACH,!B4550
612,00010,612-00010,Delineator (Special),0,EACH,!B4551
612,00011,612-00011,Delineator (Special) (Furnish Only),0,EACH,!B4552
612,00021,612-00021,Delineator (Type I) (Barrier),0,EACH,!B4553
612,00022,612-00022,Delineator (Type II) (Barrier),0,EACH,!B4554
612,00023,612-00023,Delineator (Type III) (Barrier),0,EACH,!B4555
612,00031,612-00031,Delineator (Type I) (Extra Height),0,EACH,!B4556
612,00032,612-00032,Delineator (Type II) (Extra Height),0,EACH,!B4557
